DEBUG    | 2023-06-20 09:33:13,212 | 24   - init                                     | Input-dir test/gitleaks_input already exists
DEBUG    | 2023-06-20 09:58:55,935 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:private-key:134
DEBUG    | 2023-06-20 09:58:55,936 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:58:55,936 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4dd', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028887', 'isFavourite': False, 'resultRaw': {'Description': 'Discord client secret', 'StartLine': 16, 'EndLine': 16, 'StartColumn': 6, 'EndColumn': 63, 'Match': 'discord_client_secret = "8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ"', 'Secret': '8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ', 'File': 'custom_config_v2.toml', 'Commit': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f', 'Entropy': 4.41391, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-05T08:10:34+00:00', 'Message': 'Merged in custom_config (pull request #3)\n\ncpr -> add latest state of custom_config with IU-specific allowlists\n\ncommit 4877fe96835835f3a9c5df5ed2d1f35123689d6e\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Thu May 5 10:08:47 2022 +0200\n\ncpr -> add latest state of custom_config with IU-specific allowlists', 'Tags': [], 'RuleID': 'discord-client-secret', 'Fingerprint': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:discord-client-secret:16'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:58:55,936 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:discord-client-secret:16
DEBUG    | 2023-06-20 09:58:55,936 | 85   - run                                      | No entries written to DB
DEBUG    | 2023-06-20 09:58:55,936 | 88   - run                                      | Result:
DEBUG    | 2023-06-20 09:58:55,936 | 94   - run                                      | {'db_results': [], 'already_stored': {'64915c3f53b870b04cbc2104', '64915c3f53b870b04cbc2117', '64915c3f53b870b04cbc211b', '64915c3f53b870b04cbc2113', '64915c3f53b870b04cbc211d', '64915c3f53b870b04cbc211e', '64915c3f53b870b04cbc2109', '64915c3f53b870b04cbc2124', '64915c3f53b870b04cbc2110', '64915c3f53b870b04cbc2118', '64915c3f53b870b04cbc210c', '64915c3f53b870b04cbc2123', '64915c3f53b870b04cbc2111', '64915c3f53b870b04cbc2102', '64915c3f53b870b04cbc2106', '64915c3f53b870b04cbc2122', '64915c3f53b870b04cbc2112', '64915c3f53b870b04cbc2119', '64915c3f53b870b04cbc2105', '64915c3f53b870b04cbc210b', '64915c3f53b870b04cbc2116', '64915c3f53b870b04cbc210e', '64915c3f53b870b04cbc2107', '64915c3f53b870b04cbc210a', '64915c3f53b870b04cbc2115', '64915c3f53b870b04cbc2108', '64915c3f53b870b04cbc2121', '64915c3f53b870b04cbc2101', '64915c3f53b870b04cbc2120', '64915c3f53b870b04cbc2103', '64915c3f53b870b04cbc210d', '64915c3f53b870b04cbc211f', '64915c3f53b870b04cbc2114', '64915c3f53b870b04cbc211a', '64915c3f53b870b04cbc210f', '64915c3f53b870b04cbc211c'}, 'errors': 0}
DEBUG    | 2023-06-20 09:58:55,936 | 46   - cleanup                                  | Cleaning up FSScanResultsManager
DEBUG    | 2023-06-20 09:59:41,181 | 24   - init                                     | Input-dir test/gitleaks_input already exists
DEBUG    | 2023-06-20 09:59:41,181 | 63   - <module>                                 | Starting file-upload
DEBUG    | 2023-06-20 09:59:41,181 | 54   - __init__                                 | Using selector: EpollSelector
DEBUG    | 2023-06-20 09:59:41,182 | 63   - run                                      | Bulk-Upload set to True
DEBUG    | 2023-06-20 09:59:41,182 | 67   - run                                      | AvailableScanner is Gitleaks
DEBUG    | 2023-06-20 09:59:41,182 | 75   - run                                      | AvailableScanner is Gitleaks. Using FileInput with default filepath test/gitleaks_input
DEBUG    | 2023-06-20 09:59:41,182 | 130  - read_raw_input                           | Current file is: test/gitleaks_input/iu-group/orgtech/epos/epos.helloworld/epos.helloworld.json
DEBUG    | 2023-06-20 09:59:41,182 | 130  - read_raw_input                           | Current file is: test/gitleaks_input/iu-group/infrastructure/cfn-cost/cfn-cost.json
DEBUG    | 2023-06-20 09:59:41,182 | 130  - read_raw_input                           | Current file is: test/gitleaks_input/iu-group/infrastructure/gitlabform/gitlabform.json
DEBUG    | 2023-06-20 09:59:41,182 | 130  - read_raw_input                           | Current file is: test/gitleaks_input/iu-group/infrastructure/cfn-cloudtrail/cfn-cloudtrail.json
DEBUG    | 2023-06-20 09:59:41,182 | 130  - read_raw_input                           | Current file is: test/gitleaks_input/iu-group/infrastructure/cfn-ecs-cluster/cfn-ecs-cluster.json
DEBUG    | 2023-06-20 09:59:41,182 | 130  - read_raw_input                           | Current file is: test/gitleaks_input/iu-group/infrastructure/cfn-ecs-service/cfn-ecs-service.json
DEBUG    | 2023-06-20 09:59:41,182 | 130  - read_raw_input                           | Current file is: test/gitleaks_input/iu-group/infrastructure/cfn-ecs-service-v2/cfn-ecs-service-v2.json
DEBUG    | 2023-06-20 09:59:41,182 | 130  - read_raw_input                           | Current file is: test/gitleaks_input/iu-group/infrastructure/auth0-config-migrator/auth0-config-migrator.json
DEBUG    | 2023-06-20 09:59:41,182 | 130  - read_raw_input                           | Current file is: test/gitleaks_input/iu-group/infrastructure/aws-cloudformation-rain/aws-cloudformation-rain.json
DEBUG    | 2023-06-20 09:59:41,182 | 137  - read_raw_input                           | Collected 9 files for further processing
DEBUG    | 2023-06-20 09:59:41,183 | 154  - read_file                                | Found valid JSON in file <_io.TextIOWrapper name='test/gitleaks_input/iu-group/orgtech/epos/epos.helloworld/epos.helloworld.json' mode='r' encoding='UTF-8'>. Repository is epos.helloworld
DEBUG    | 2023-06-20 09:59:41,183 | 154  - read_file                                | Found valid JSON in file <_io.TextIOWrapper name='test/gitleaks_input/iu-group/infrastructure/cfn-cost/cfn-cost.json' mode='r' encoding='UTF-8'>. Repository is cfn-cost
DEBUG    | 2023-06-20 09:59:41,183 | 154  - read_file                                | Found valid JSON in file <_io.TextIOWrapper name='test/gitleaks_input/iu-group/infrastructure/gitlabform/gitlabform.json' mode='r' encoding='UTF-8'>. Repository is gitlabform
DEBUG    | 2023-06-20 09:59:41,183 | 154  - read_file                                | Found valid JSON in file <_io.TextIOWrapper name='test/gitleaks_input/iu-group/infrastructure/cfn-cloudtrail/cfn-cloudtrail.json' mode='r' encoding='UTF-8'>. Repository is cfn-cloudtrail
DEBUG    | 2023-06-20 09:59:41,183 | 154  - read_file                                | Found valid JSON in file <_io.TextIOWrapper name='test/gitleaks_input/iu-group/infrastructure/cfn-ecs-cluster/cfn-ecs-cluster.json' mode='r' encoding='UTF-8'>. Repository is cfn-ecs-cluster
DEBUG    | 2023-06-20 09:59:41,183 | 154  - read_file                                | Found valid JSON in file <_io.TextIOWrapper name='test/gitleaks_input/iu-group/infrastructure/cfn-ecs-service/cfn-ecs-service.json' mode='r' encoding='UTF-8'>. Repository is cfn-ecs-service
DEBUG    | 2023-06-20 09:59:41,184 | 154  - read_file                                | Found valid JSON in file <_io.TextIOWrapper name='test/gitleaks_input/iu-group/infrastructure/cfn-ecs-service-v2/cfn-ecs-service-v2.json' mode='r' encoding='UTF-8'>. Repository is cfn-ecs-service-v2
DEBUG    | 2023-06-20 09:59:41,184 | 154  - read_file                                | Found valid JSON in file <_io.TextIOWrapper name='test/gitleaks_input/iu-group/infrastructure/auth0-config-migrator/auth0-config-migrator.json' mode='r' encoding='UTF-8'>. Repository is auth0-config-migrator
DEBUG    | 2023-06-20 09:59:41,184 | 154  - read_file                                | Found valid JSON in file <_io.TextIOWrapper name='test/gitleaks_input/iu-group/infrastructure/aws-cloudformation-rain/aws-cloudformation-rain.json' mode='r' encoding='UTF-8'>. Repository is aws-cloudformation-rain
DEBUG    | 2023-06-20 09:59:41,203 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:59:41,203 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4dc', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028766', 'isFavourite': False, 'resultRaw': {'Description': 'Private Key', 'StartLine': 134, 'EndLine': 169, 'StartColumn': 13, 'EndColumn': 41, 'Match': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'Secret': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'File': 'custom_config_v2.toml', 'Commit': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f', 'Entropy': 5.1731396, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-05T08:10:34+00:00', 'Message': 'Merged in custom_config (pull request #3)\n\ncpr -> add latest state of custom_config with IU-specific allowlists\n\ncommit 4877fe96835835f3a9c5df5ed2d1f35123689d6e\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Thu May 5 10:08:47 2022 +0200\n\ncpr -> add latest state of custom_config with IU-specific allowlists', 'Tags': [], 'RuleID': 'private-key', 'Fingerprint': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:private-key:134'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:59:41,203 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:private-key:134
DEBUG    | 2023-06-20 09:59:41,204 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:59:41,204 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4dd', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028887', 'isFavourite': False, 'resultRaw': {'Description': 'Discord client secret', 'StartLine': 16, 'EndLine': 16, 'StartColumn': 6, 'EndColumn': 63, 'Match': 'discord_client_secret = "8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ"', 'Secret': '8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ', 'File': 'custom_config_v2.toml', 'Commit': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f', 'Entropy': 4.41391, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-05T08:10:34+00:00', 'Message': 'Merged in custom_config (pull request #3)\n\ncpr -> add latest state of custom_config with IU-specific allowlists\n\ncommit 4877fe96835835f3a9c5df5ed2d1f35123689d6e\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Thu May 5 10:08:47 2022 +0200\n\ncpr -> add latest state of custom_config with IU-specific allowlists', 'Tags': [], 'RuleID': 'discord-client-secret', 'Fingerprint': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:discord-client-secret:16'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:59:41,204 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:discord-client-secret:16
DEBUG    | 2023-06-20 09:59:41,205 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:59:41,205 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4de', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028979', 'isFavourite': False, 'resultRaw': {'Description': 'Private Key', 'StartLine': 145, 'EndLine': 180, 'StartColumn': 13, 'EndColumn': 41, 'Match': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'Secret': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'File': 'custom_config.toml', 'Commit': '6520ce466e1ab4fe5797db463346e2fcaf5cd182', 'Entropy': 5.1731396, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-10T08:56:18+00:00', 'Message': 'Merged in custom_config (pull request #8)\n\nCustom config\n\ncommit 669e6934895c15a4aba6e6251872a16e3d37acc7\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Tue May 10 10:55:03 2022 +0200\n\ncpr -> update custom_config.toml to latest version', 'Tags': [], 'RuleID': 'private-key', 'Fingerprint': '6520ce466e1ab4fe5797db463346e2fcaf5cd182:custom_config.toml:private-key:145'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:59:41,205 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 6520ce466e1ab4fe5797db463346e2fcaf5cd182:custom_config.toml:private-key:145
DEBUG    | 2023-06-20 09:59:41,205 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:59:41,205 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4df', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.029062', 'isFavourite': False, 'resultRaw': {'Description': 'Discord client secret', 'StartLine': 16, 'EndLine': 16, 'StartColumn': 6, 'EndColumn': 63, 'Match': 'discord_client_secret = "8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ"', 'Secret': '8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ', 'File': 'custom_config.toml', 'Commit': '6520ce466e1ab4fe5797db463346e2fcaf5cd182', 'Entropy': 4.41391, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-10T08:56:18+00:00', 'Message': 'Merged in custom_config (pull request #8)\n\nCustom config\n\ncommit 669e6934895c15a4aba6e6251872a16e3d37acc7\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Tue May 10 10:55:03 2022 +0200\n\ncpr -> update custom_config.toml to latest version', 'Tags': [], 'RuleID': 'discord-client-secret', 'Fingerprint': '6520ce466e1ab4fe5797db463346e2fcaf5cd182:custom_config.toml:discord-client-secret:16'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:59:41,205 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 6520ce466e1ab4fe5797db463346e2fcaf5cd182:custom_config.toml:discord-client-secret:16
DEBUG    | 2023-06-20 09:59:41,206 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:59:41,206 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4dc', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028766', 'isFavourite': False, 'resultRaw': {'Description': 'Private Key', 'StartLine': 134, 'EndLine': 169, 'StartColumn': 13, 'EndColumn': 41, 'Match': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'Secret': '-----BEGIN PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "RSA private key"\nid = "RSA-PK"\nregex = \'\'\'-----BEGIN RSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH private key"\nid = "OPENSSH-PK"\nregex = \'\'\'-----BEGIN OPENSSH PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "PGP private key"\nid = "PGP-PK"\nregex = \'\'\'-----BEGIN PGP PRIVATE KEY BLOCK-----\'\'\'\n\n[[rules]]\ndescription = "Github Personal Access Token"\nid = "github-pat"\nregex = \'\'\'ghp_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "Github OAuth Access Token"\nid = "github-oauth"\nregex = \'\'\'gho_[0-9a-zA-Z]{36}\'\'\'\n\n[[rules]]\ndescription = "SSH (DSA) private key"\nid = "SSH-DSA-PK"\nregex = \'\'\'-----BEGIN DSA PRIVATE KEY-----\'\'\'\n\n[[rules]]\ndescription = "SSH (EC) private key"\nid = "SSH-EC-PK"\nregex = \'\'\'-----BEGIN EC PRIVATE KEY----', 'File': 'custom_config_v2.toml', 'Commit': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f', 'Entropy': 5.1731396, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-05T08:10:34+00:00', 'Message': 'Merged in custom_config (pull request #3)\n\ncpr -> add latest state of custom_config with IU-specific allowlists\n\ncommit 4877fe96835835f3a9c5df5ed2d1f35123689d6e\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Thu May 5 10:08:47 2022 +0200\n\ncpr -> add latest state of custom_config with IU-specific allowlists', 'Tags': [], 'RuleID': 'private-key', 'Fingerprint': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:private-key:134'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:59:41,206 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:private-key:134
DEBUG    | 2023-06-20 09:59:41,207 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:59:41,207 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4dd', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.028887', 'isFavourite': False, 'resultRaw': {'Description': 'Discord client secret', 'StartLine': 16, 'EndLine': 16, 'StartColumn': 6, 'EndColumn': 63, 'Match': 'discord_client_secret = "8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ"', 'Secret': '8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ', 'File': 'custom_config_v2.toml', 'Commit': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f', 'Entropy': 4.41391, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-05T08:10:34+00:00', 'Message': 'Merged in custom_config (pull request #3)\n\ncpr -> add latest state of custom_config with IU-specific allowlists\n\ncommit 4877fe96835835f3a9c5df5ed2d1f35123689d6e\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Thu May 5 10:08:47 2022 +0200\n\ncpr -> add latest state of custom_config with IU-specific allowlists', 'Tags': [], 'RuleID': 'discord-client-secret', 'Fingerprint': '30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:discord-client-secret:16'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:59:41,207 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 30a1c9a8f1644fe61b882d1e6f7988e7c9662d2f:custom_config_v2.toml:discord-client-secret:16
DEBUG    | 2023-06-20 09:59:41,207 | 198  - is_already_stored                        | Entry already in DB:
DEBUG    | 2023-06-20 09:59:41,207 | 199  - is_already_stored                        | {'_id': '64915bcb4086fa6b704da4df', 'scannerType': 0, 'scannerVersion': '8.15', 'inputType': 0, 'repositoryPath': '/iu-group/orgtech/epos/epos.helloworld', 'repositoryName': 'epos.helloworld', 'scanStartTime': '2023-06-20T09:56:59.025979', 'scanEndTime': '2023-06-20T09:56:59.025979', 'save_date': '2023-06-20T09:56:59.029062', 'isFavourite': False, 'resultRaw': {'Description': 'Discord client secret', 'StartLine': 16, 'EndLine': 16, 'StartColumn': 6, 'EndColumn': 63, 'Match': 'discord_client_secret = "8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ"', 'Secret': '8dyfuiRyq=vVc3RRr_edRk-fK__JItpZ', 'File': 'custom_config.toml', 'Commit': '6520ce466e1ab4fe5797db463346e2fcaf5cd182', 'Entropy': 4.41391, 'Author': 'Christian Pritzl', 'Email': 'christian.pritzl@iu.org', 'Date': '2022-05-10T08:56:18+00:00', 'Message': 'Merged in custom_config (pull request #8)\n\nCustom config\n\ncommit 669e6934895c15a4aba6e6251872a16e3d37acc7\nAuthor: christian pritzl <christian.pritzl@iu.org>\nDate:   Tue May 10 10:55:03 2022 +0200\n\ncpr -> update custom_config.toml to latest version', 'Tags': [], 'RuleID': 'discord-client-secret', 'Fingerprint': '6520ce466e1ab4fe5797db463346e2fcaf5cd182:custom_config.toml:discord-client-secret:16'}, 'falsePositive': {'isFalsePositive': True, 'justification': 'init', 'change_date': '1900-01-01 00:00:00.000000'}}
DEBUG    | 2023-06-20 09:59:41,207 | 177  - remove_already_stored_from_transformed   | Finding already stored: Fingerprint 6520ce466e1ab4fe5797db463346e2fcaf5cd182:custom_config.toml:discord-client-secret:16
DEBUG    | 2023-06-20 09:59:41,208 | 198  - is_already_stored                        | Entry already in DB:
